name,lat,lon
Esgl\u00e9sia de Sant Feliu de la Vall d\u2019Aguilera,41.606743,1.683496
Esgl\u00e9sia de Sant Jaume de Puigdem\u00e0ger,41.727892,1.550322
Esgl\u00e9sia de Sant Jaume de Queralt,41.5125,1.458526
Esgl\u00e9sia de Sant Jaume Sesoliveres,41.58688,1.586344
Esgl\u00e9sia de Sant Joan de la Fortesa,41.74674,1.537954
Esgl\u00e9sia de Sant Joan de Vilamajor,41.677175,1.427927
Esgl\u00e9sia de Sant Mart\u00ed de Ma\u00e7ana,41.687,1.6035
Esgl\u00e9sia de Sant Mart\u00ed de Tous,41.560039,1.524489
Esgl\u00e9sia de Sant Maure,41.581433,1.4338
Esgl\u00e9sia de Sant Miquel d\u2019\u00d2dena,41.604288,1.644285
Esgl\u00e9sia de Sant Miquel d\u2019Orp\u00ed,41.519149,1.57535
Esgl\u00e9sia de Sant Pau Vell,41.608011,1.773686
Esgl\u00e9sia de Sant Pere de la Goda,41.562407,1.450831
Esgl\u00e9sia de Sant Pere de l\u2019Ar\u00e7 ,41.762867,1.51511
Esgl\u00e9sia de Sant Pere de l\u2019Erm,41.563116,1.501315
Esgl\u00e9sia de Sant Pere de Masquefa,41.509035,1.808911
Esgl\u00e9sia de Sant Pere de Montfalc\u00f3 el Gros,41.657629,1.456876
Esgl\u00e9sia de Sant Pere del Castell de Boixadors,41.770269,1.574862
Esgl\u00e9sia de Sant Pere del Vim,41.679783,1.529275
Esgl\u00e9sia de Sant Pere d\u2019Ardesa,41.634647,1.580978
Esgl\u00e9sia de Sant Pere i Sant Sadurn\u00ed de Mirambell,41.730752,1.491329
Esgl\u00e9sia de Sant Salvador ,41.515981,1.654099
Esgl\u00e9sia de Sant Vicen\u00e7 de Castellol\u00ed,41.588447,1.709089
Esgl\u00e9sia de Santa C\u00e0ndia,41.522297,1.574864
Esgl\u00e9sia de Santa Creu de Creix\u00e0,41.460394,1.772175
Esgl\u00e9sia de Santa Magdalena,41.690121,1.428238
Esgl\u00e9sia de Santa Maria de Dusfort,41.740622,1.49414
Esgl\u00e9sia de Santa Maria de la Roqueta,41.530256,1.484519
Esgl\u00e9sia de Santa Maria de la Tossa,41.555218,1.580521
Esgl\u00e9sia de Santa Maria de Rubi\u00f3,41.644178,1.569833
Esgl\u00e9sia de Santa Maria del Bruc,41.575967,1.785821
Esgl\u00e9sia de Santa Maria del Cam\u00ed,41.628559,1.473541
Esgl\u00e9sia de Santa Maria del Castell de Miralles,41.518308,1.51868
Esgl\u00e9sia de Santa Maria,41.65911,1.484463
Esgl\u00e9sia parroquial de Sant Andreu,41.717492,1.422933
Esgl\u00e9sia parroquial de Sant Pere Sallavinera,41.736375,1.574542
Santa Maria del castell de Claramunt,41.554863,1.669659
Monestir de Santa Maria del Priorat,41.780392,1.434816
Asil del Sant Crist,41.582806,1.60975
Dolmen de les Maioles,41.666806,1.594306
Dolmen dels Tres Reis,41.68475,1.579861
Sepulcre Megal\u00edtic dels Plans de Ferran,41.569167,1.453611
Casa Portol\u00e0,42.700672,0.872541
Castell d&#8217;Arties ,42.698227,0.870522
Castell d&#8217;Era Cast\u00e8ra,42.790554,0.691693
Castell d&#8217;Unha,42.711132,0.903746
Castell de Castell-lle\u00f3,42.738876,0.717038
Castell de Gessa,42.705704,0.890437
Castell de Les ,42.812271,0.717292
Castell de Salard\u00fa ,42.707569,0.902191
Castell de Vielha ,42.701305,0.79594
Castell de Vilac ,42.721859,0.797657
Casteret de Boss\u00f2st ,42.799213,0.704429
Tor deth Generau Martinhon,42.70126,0.794443
Esgl\u00e9sia de l&#8217;Assumpci\u00f3 de Boss\u00f2st,42.785821,0.692227
Esgl\u00e9sia de la Mare de D\u00e9u del Roser,42.730845,0.77779
Esgl\u00e9sia de Sant Andr\u00e8u,42.707542,0.901908
Esgl\u00e9sia de Sant F\u00e8lix,42.721941,0.797812
Esgl\u00e9sia de Sant Joan,42.701474,0.872619
Esgl\u00e9sia de Sant Juli\u00e0,42.700524,0.843474
Esgl\u00e9sia de Sant Mart\u00ed d&#8217;Aub\u00e8rt,42.732834,0.77632
Esgl\u00e9sia de Sant Mart\u00ed de Casarilh,42.699593,0.830476
Esgl\u00e9sia de Sant Miquel,42.701317,0.795869
Esgl\u00e9sia de Santa Eul\u00e0ria,42.70951,0.90202
Esgl\u00e9sia de Santa Maria d\u2019Arties,42.697876,0.870698
Esgl\u00e9sia parroquial de Sant Pere,42.705336,0.889762
Casal del Puig de la Balma,41.694167,1.961944
El Casalot,41.797573,1.634313
El Farell,41.680556,1.918667
La Sala,41.818272,1.72922
Mas de la Closa,41.825908,1.785804
Masia de les Feixes de Coaner,41.841664,1.688214
Masia Les Torres,41.792167,1.927917
Casa Gran,41.82425,1.895472
Casa-Palau dels Gibert,41.913958,1.679703
Pont de Cabrianes,41.772381,1.904694
Pont de Conangle,41.834722,1.874389
Pont de La Coromina ,41.9102,1.690167
Pont de La Lleura,41.924389,1.67454
Pont de Sant Joan,41.920023,1.682956
Pont de Vilomara,41.700833,1.869167
Pont del Diable,41.919671,1.684835
Pont Nou,41.727778,1.813806
Pont sobre el riu Llobregat,41.610833,1.846944
Pont Vell,41.640681,1.856603
Pont Vell,41.720834,1.830039
Pont Vell,41.823856,1.893056
Pont Vell d\u2019Aviny\u00f3,41.862222,1.975556
Castell d&#8217;Aguilar de Segarra ,41.750202,1.627218
Castell d&#8217;Art\u00e9s ,41.799576,1.950494
Castell de Balsareny ,41.87077,1.881441
Castell de Call\u00fas ,41.794182,1.779386
Castell de Cardona ,41.914391,1.685629
Castell de Castelladral,41.900249,1.781212
Castell de Castellar,41.728264,1.649288
Castell de Castellbell,41.642452,1.858315
Castell de Castellet,41.664215,1.850716
Castell de Castellfollit,41.669014,1.704632
Castell de Castellgal\u00ed ,41.678619,1.840801
Castell de Castelltallat ,41.793964,1.632594
Castell de Claret de Cavallers,41.821667,1.64667
Castell de Coaner,41.832756,1.713213
Castell de Cornet,41.862476,1.91242
Castell de Gai\u00e0 ,41.918877,1.919571
Castell de Grevalosa,41.693117,1.65395
Castell de la Cirera,41.924697,2.020171
Castell de Maians,41.637516,1.702884
Castell de Manresa ,41.728056,1.826389
Castell de Mujal,41.892231,1.844083
Castell de Mura ,41.697701,1.994413
Castell de Rajadell ,41.728531,1.705901
Castell de Rocafort,41.716194,1.925692
Castell de Sallent ,41.818073,1.902882
Castell de Sant Mateu ,41.80106,1.741915
Castell de S\u00faria ,41.834808,1.751839
Castell de Talamanca ,41.739182,1.976472
Castell de Torroella,41.879871,1.701215
Castell Carlista,41.824083,1.8915
Fort\u00ed de La Torreta,41.868575,1.879314
Fort\u00ed del Maurici,41.86607,1.869677
Muralles de Cardona ,41.915623,1.682563
Muralles de Manresa,41.725291,1.825803
Muralles de Santpedor,41.785429,1.838635
La Torre,41.745278,1.724778
Torre de Castellnou de Bages ,41.851017,1.830144
Torre de la Bestorre,41.60955,1.845025
Torre de La Pobla,41.814293,1.761935
Torre de Meer,41.910267,1.673985
Torre de Salipota,41.832027,1.745008
Torre de Santa Caterina,41.718437,1.826442
Torre de Serrasan\u00e7,41.84824,1.893551
Torre del Botx\u00ed,41.915703,1.681699
Torre del Breny,41.678056,1.854722
Torre del Mas La Garriga,41.892496,1.61114
Torre del Santmart\u00ed,41.75629,1.877764
Torre del Tel\u00e8graf,41.77631,1.790476
Torre del Tel\u00e8graf,41.673497,1.791434
Torre dels moros,41.658962,1.655475
Torre dels Soldats,41.871643,1.982906
Torres de Fals,41.756718,1.735137
Esgl\u00e9sia de Santa Maria de l\u2019Alba,41.72225,1.826956
Capella de Can Font de la Serra,41.740513,1.833352
Capella de Sant Andreu de Comallonga,41.785623,1.709684
Capella de Sant Antol\u00ed,41.618806,1.857667
Capella de Sant Bartomeu de la Vall de Vilaram\u00f3,41.962957,1.942063
Capella de Sant Mamet de Bacardit,41.786175,1.667256
Capella de Sant Marc,41.721497,1.829699
Capella de Sant Miquel de Cirera,41.711447,1.724729
Capella de Sant Miquel,41.747726,1.628396
Capella de Sant Pere d\u2019Oristrell,41.709389,1.906164
Capella de Sant Tov\u00e0,41.93425,1.701833
Capella de Sant Valent\u00ed,41.721322,1.630837
Capella de Santa Eul\u00e0lia,41.914056,1.682528
Capella de Santa Magdalena de C\u00f2dol-rodon,41.729987,1.60847
Capella de Santa Magdalena de Talamanca,41.737528,1.940556
Capella de Santa Magdalena del Pla,41.704272,1.871875
Capella de Santa Margarida de l\u2019Alou,41.848865,1.882861
Capella de Santa Margarida de Viladepost,41.868045,1.803182
Capella de Santa Maria de Viladelleva,41.820667,1.799504
Capella de Santa Maria del Grau,41.750065,1.70885
Capella de Santa Maria del Grauet,41.709282,1.618096
Capella del Sant Crist del Salvador,41.741111,1.845278
Capella Suanya,41.741111,1.845278
Ermita de Sant Jaume de Salem,41.77578,1.594099
Ermita de Sant Mart\u00ed,41.861948,1.663601
Ermita de Sant Miquel de les Planes,41.801224,1.744415
Ermita de Sant Salvador Vell del Quer,41.84729,1.762356
Ermita de Sant Sebasti\u00e0 de les Brucardes,41.738896,1.883767
Ermita de Sant Valent\u00ed de les Brucardes,41.746859,1.88402
Can\u00f2nica de Sant Vicen\u00e7 de Cardona,41.914356,1.686288
Esgl\u00e9sia de la Mare de D\u00e9u de Les Coromines,41.71912,1.578378
Esgl\u00e9sia de la Mare de D\u00e9u del Roser,41.834881,1.751836
Esgl\u00e9sia de La Sala,41.818132,1.729378
Esgl\u00e9sia de Sant Aman\u00e7,41.73422,1.677791
Esgl\u00e9sia de Sant Andreu de Castellnou,41.83416,1.837345
Esgl\u00e9sia de Sant Andreu de Genesc\u00e0,41.913652,1.911604
Esgl\u00e9sia de Sant Bartomeu,41.754841,1.905907
Esgl\u00e9sia de Sant Crist\u00f2fol de Castellbell,41.638695,1.818556
Esgl\u00e9sia de Sant Cugat del Rac\u00f3,41.897621,1.812991
Esgl\u00e9sia de Sant Esteve de la Col\u00f2nia Soldevila,41.883481,1.886153
Esgl\u00e9sia de Sant Esteve de La Vall de Vilaram\u00f3,41.948022,1.930676
Esgl\u00e9sia de Sant Esteve de Marganell,41.640111,1.803453
Esgl\u00e9sia de Sant Esteve de Vilarasa,41.731965,1.907643
Esgl\u00e9sia de Sant Feliu,41.943963,2.023155
Esgl\u00e9sia de Sant Francesc,41.777101,1.832069
Esgl\u00e9sia de Sant Gen\u00eds de la Vall dels horts,41.762154,1.886178
Esgl\u00e9sia de Sant Gen\u00eds de Massadella,41.909778,1.854861
Esgl\u00e9sia de Sant Iscle i Santa Vict\u00f2ria ,41.728927,1.706373
Esgl\u00e9sia de Sant Iscle i Santa Vict\u00f2ria,41.758635,1.844077
Esgl\u00e9sia de Sant Jaume de Marganell,41.648269,1.80645
Esgl\u00e9sia de Sant Jaume de Vallhonesta,41.677609,1.902538
Esgl\u00e9sia de Sant Jaume d\u2019Olzinelles,41.753417,1.892379
Esgl\u00e9sia de Sant Joan de Berg\u00fas,41.892634,1.611317
Esgl\u00e9sia de Sant Joan dels Caus,41.847976,1.629687
Esgl\u00e9sia de Sant Jordi de Lloberes,41.940806,1.963472
Esgl\u00e9sia de Sant Juli\u00e0 de Coaner,41.832253,1.713344
Esgl\u00e9sia de Sant Mart\u00ed de Bertrans,41.807132,1.603073
Esgl\u00e9sia de Sant Mart\u00ed de Torroella,41.772466,1.790152
Esgl\u00e9sia de Sant Mart\u00ed,41.698931,1.97585
Esgl\u00e9sia de Sant Miquel de Cardona,41.913742,1.681257
Esgl\u00e9sia de Sant Miquel de Castelladral,41.899056,1.780333
Esgl\u00e9sia de Sant Miquel de Castellar,41.72792,1.64914
Esgl\u00e9sia de Sant Miquel de Castelltallat,41.793678,1.633037
Esgl\u00e9sia de Sant Miquel de Grevalosa,41.690416,1.660276
Esgl\u00e9sia de Sant Miquel de Serrasan\u00e7,41.845093,1.895219
Esgl\u00e9sia de Sant Pere de Brunet,41.667083,1.788278
Esgl\u00e9sia de Sant Pere de Claret de Cavallers,41.821538,1.646989
Esgl\u00e9sia de Sant Pere de Sarra\u00efma,41.840113,1.919571
Esgl\u00e9sia de Sant Pere de Vallhonesta,41.674074,1.887842
Esgl\u00e9sia de Sant Pere de Vilalta,41.797642,1.67474
Esgl\u00e9sia de Sant Pere de Vilamarics,41.653579,1.818066
Esgl\u00e9sia de Sant Pere,41.669637,1.701348
Esgl\u00e9sia de Sant Ramon de La Coromina,41.909028,1.695721
Esgl\u00e9sia de Sant Ramon de Sobirana de Ferrans,41.877456,1.851554
Esgl\u00e9sia de Sant Sadurn\u00ed de Salelles,41.701767,1.785856
Esgl\u00e9sia de Sant Sadurn\u00ed del Pla,41.845083,1.933889
Esgl\u00e9sia de Sant Salvador de Torre Abadal,41.804728,1.835747
Esgl\u00e9sia de Sant Sebasti\u00e0,41.818043,1.902574
Esgl\u00e9sia de Sant Vicen\u00e7 de Fontanelles,41.688121,1.706141
Esgl\u00e9sia de Sant Vicen\u00e7 d\u2019Aladernet,41.85625,1.84375
Esgl\u00e9sia de Santa Cec\u00edlia de Grevalosa,41.693117,1.65395
Esgl\u00e9sia de Santa Cec\u00edlia de Montserrat,41.611504,1.817208
Esgl\u00e9sia de Santa Creu de Palou,41.683473,1.924746
Esgl\u00e9sia de Santa Eug\u00e8nia de Relat,41.884806,1.980389
Esgl\u00e9sia de Santa Ll\u00facia de Rajadell,41.729132,1.712926
Esgl\u00e9sia de Santa Magdalena de Castelladral,41.885417,1.7745
Esgl\u00e9sia de Santa Margarida de Meja,41.841146,1.66298
Esgl\u00e9sia de Santa Margarida del Pla,41.675529,1.819655
Esgl\u00e9sia de Santa Maria de Balsareny,41.863056,1.877778
Esgl\u00e9sia de Santa Maria de Camps,41.777319,1.684317
Esgl\u00e9sia de Santa Maria de Cererols,41.818667,1.767944
Esgl\u00e9sia de Santa Maria de Claret,41.776628,1.86095
Esgl\u00e9sia de Santa Maria de Cornet,41.895289,1.937381
Esgl\u00e9sia de Santa Maria de Gai\u00e0,41.916636,1.925847
Esgl\u00e9sia de Santa Maria de Les Esgl\u00e9sies,41.892694,1.822639
Esgl\u00e9sia de Santa Maria de Monistrol,41.729599,1.760187
Esgl\u00e9sia de Santa Maria de Rocafort,41.716569,1.9358
Esgl\u00e9sia de Santa Maria de Viladordis,41.720556,1.862778
Esgl\u00e9sia de Santa Maria del Castell de Balsareny,41.870292,1.881885
Esgl\u00e9sia de Santa Maria del Marquet,41.692962,1.87298
Esgl\u00e9sia de Santa Susanna de l\u2019Abellar,41.898116,1.918117
Esgl\u00e9sia de Santpedor,41.785429,1.838635
Esgl\u00e9sia del Carme,41.724539,1.826818
Esgl\u00e9sia i Hospital de Sant Andreu,41.725528,1.829139
Esgl\u00e9sia parroquial de Sant Fruit\u00f3s de Bages,41.751597,1.870051
Esgl\u00e9sia parroquial de Sant Joan d\u2019Aviny\u00f3,41.863361,1.971194
Esgl\u00e9sia parroquial de Sant Vicen\u00e7 de Fals,41.756841,1.735465
Esgl\u00e9sia parroquial de Santa Creu de Fonollosa,41.763278,1.669083
Esgl\u00e9sia parroquial de Santa Maria de Talamanca,41.737959,1.977354
Esgl\u00e9sia parroquial de Santa Maria,41.825444,1.968306
Esgl\u00e9sia rom\u00e0nica de Santa Maria d\u2019Art\u00e9s,41.799618,1.950895
Esgl\u00e9sia vella de Sant Andreu de Maians,41.637577,1.703492
Esgl\u00e9sia VELLA de Sant Joan de Vilatorrada,41.742352,1.802945
Esgl\u00e9sia vella de Sant Sime\u00f3 de Centelles,41.748248,1.665208
La Pabordia de Caselles,41.768427,1.68018
Ru\u00efnes de l\u2019esgl\u00e9sia de Sant Esteve de Camps,41.782718,1.690212
Ru\u00efnes de l\u2019esgl\u00e9sia de Sant Pere de les Cigales,41.918778,1.896
Ru\u00efnes de l\u2019esgl\u00e9sia de Sant Pere de les Cigales,41.914791,1.830698
Ru\u00efnes de Sant Pere del Mont,41.711361,1.652917
Santuari de Santa Anna de Claret,41.776883,1.860936
Esgl\u00e9sia de Sant Crist\u00f2fol de Figuera,41.810214,1.689167
Convent de l\u2019esgl\u00e9sia del Carme,41.72464,1.82613
Monestir de Montserrat,41.593346,1.83742
Monestir de Sant Benet,41.742639,1.89925
Monestir de Santa Clara,41.720361,1.835503
Dolmen de Castelltallat,41.811944,1.678611
Font de la Pla\u00e7a de la Vall,41.913361,1.67875
Parc de l&#8217;Agulla,41.749028,1.840889
Pont de les Arnaules,41.702222,1.863333
Pont Llarg Aq\u00fceducte de la S\u00e8quia de Manresa,41.742062,1.821319
Tines de la Casa de les Tines,41.72825,1.875306
Tines de les Balmes Roges,41.693056,1.916194
"Tines del Bleda, Tines del Tosques i Tines d&#8217;en Ricardo",41.701292,1.896997
Tines del Candela,41.809444,1.790556
Mas Calb\u00f3 ,41.109526,1.124553
Masmunter,41.107903,0.953069
Pont Vell ,41.224022,1.032956
Pont Vell,41.29827,1.03858
Castell d&#8217;Alforja ,41.210632,0.974176
Castell de Cambrer,41.15477,1.109528
Castell de L&#8217;Albiol ,41.252998,1.088762
Castell de L&#8217;Infant,40.991714,0.92224
Castell de Prades ,41.309929,0.986154
Castell de Pratdip ,41.050163,0.871806
Castell de Vandell\u00f2s,41.020893,0.830492
Castell de Vilafortuny,41.072491,1.096399
Castell del Paborde,41.216072,1.13576
Castell dels Teixells,41.100124,0.998991
Castell Monestir d&#8217;Escornalbou,41.127327,0.916261
Muralles de La Selva del Camp ,41.21397,1.138967
Muralles de Mont-roig del Camp,41.087719,0.958911
Muralles de Prades ,41.310856,0.987664
Muralles de Pratdip ,41.051102,0.87098
La Torre ,41.137444,0.987833
La Torre,41.01955,0.831752
Mas d\u2019en Porxo ,41.073556,0.889444
Torre de Cal Peyr\u00ed ,41.113564,0.936825
Torre de Cal Torratxar,41.105312,0.961309
Torre de Capafonts,41.295444,1.026571
Torre de Gavad\u00e0,41.002945,0.78758
Torre de l&#8217;esgl\u00e9sia Vella,41.087727,0.958965
Torre de l&#8217;esquirol,41.064476,1.08498
Torre de la Closa ,41.120762,1.003363
Torre de la Riera,41.072212,1.055078
Torre de la S\u00e9nia,41.075394,1.050109
Torre de Masriudoms,41.020546,0.884456
Torre de Vinyols i els Arcs ,41.113849,1.039306
Torre del Bou,41.076107,1.051012
Torre del Fargas,41.15825,1.045472
Torre del Llim\u00f3,41.074574,1.050973
Torre del Madico,41.105335,0.960861
Torre del Mas d&#8217;en Blai,41.101944,1.017273
Torre del mas de Don Felip ,41.100415,1.077395
Torre del Mas de l&#8217;Hereu,41.107647,0.981458
Torre del Mas del Bisbe,41.085888,1.084628
Torre del mirador,41.102812,1.021901
Torre del Port,41.065578,1.060036
Torre del Santuari del Cam\u00ed,41.071568,1.050938
Torre del Torn ,40.966361,0.890889
Torre dels moros ,41.158434,1.023027
Torre dels moros,41.154041,0.989142
Torre dels moros o del bosc de la perxa,41.258244,0.972639
Torre\u00f3 de Miami Platja,41.011032,0.946597
Capella de la Verge Maria,41.137612,1.050755
Ermita de la Mare de D\u00e9u de Barrulles,41.305806,1.038054
Ermita de la Mare de D\u00e9u de l\u2019Abellera ,41.304611,1.004
Ermita de Sant Antoni de P\u00e0dua ,41.142176,1.048312
Ermita de Sant Bartomeu,41.1595,0.983417
Ermita de Sant Pau,41.243954,0.946069
Ermita del Mas d\u2019en Bosch ,41.085893,1.09875
Esgl\u00e9sia de Sant Jaume,41.139104,1.051104
Esgl\u00e9sia de Sant Pau,41.217139,1.135083
Esgl\u00e9sia de Sant Salvador de la Mussara ,41.252361,1.028278
Esgl\u00e9sia de Santa Caterina,41.113777,1.039639
Esgl\u00e9sia de Santa Ll\u00facia i Sant Jaume ,41.214944,1.139056
Esgl\u00e9sia NOVA de Sant Miquel ,41.088343,0.957487
Esgl\u00e9sia parroquial de Pratdip,41.050845,0.87118
Esgl\u00e9sia parroquial de Sant Pere,41.120093,1.003531
Esgl\u00e9sia parroquial de Santa Maria ,41.309601,0.98829
Esgl\u00e9sia VELLA de Sant Miquel ,41.087817,0.959002
Santuari de la Mare de D\u00e9u de la Roca,41.09466,0.93771
Santuari de Paretdelgada,41.213667,1.175389
Santuari de Santa Marina ,41.035146,0.848822
B\u00fanquer al Coll de Balaguer,40.965,0.871167
El Pont Alt,41.225917,1.114722
El Pont Sec,41.227778,1.112778
Els Ponts del Portal de m\u00e9s Amunt,41.215944,1.13525
Mol\u00ed del Rovellat,41.21605,1.133606
Parc Sam\u00e0,41.10553,1.02044
Palau dels Oliver de Boteller,40.813333,0.521306
Palau Despuig,40.813306,0.522028
Palau Episcopal,40.813998,0.521413
Palau Oriol,40.813194,0.521917
Castell de Carles,40.850552,0.359534
Castell de La Suda,40.815048,0.523543
Castell de Pa\u00fcls ,40.922955,0.399193
Castell de Sant Jordi d&#8217;Alfama,40.911369,0.832067
Castell de Tenasses,40.820556,0.527778
Fortificaci\u00f3 avan\u00e7ada del castell de Sant Joan,40.816273,0.5278
Muralla i estructures defensives medievals,40.817972,0.526306
Passeig de Ronda,40.814961,0.522986
Mol\u00ed del Vent,40.871694,0.713333
Torre d&#8217;en Corder,40.849133,0.512656
Torre de Benixarop,40.790653,0.614776
Torre de Burgas\u00e8nia,40.733036,0.595941
Torre de Camarles ,40.777302,0.674385
Torre de Campred\u00f3,40.746113,0.579444
Torre de Fullola,40.863907,0.645844
Torre de Gassi\u00e0,40.813417,0.566528
Torre de Granadella,40.767731,0.662331
Torre de l&#8217;ermita de la mare de D\u00e9u,40.731861,0.62802
Torre de la Candela,40.723068,0.59058
Torre de la Llotja,40.739944,0.577056
Torre de la Petja,40.785649,0.530174
Torre de Salim,40.911255,0.832295
Torre de Soldevila,40.772437,0.539694
Torre de T\u00fabal,40.814667,0.523083
Torre de Vilaseca,40.776454,0.504274
Torre del C\u00e9lio,40.818306,0.526222
Torre del Coll de l\u2019Alba,40.816139,0.571
Torre del Mol\u00ed de B\u00edtem,40.854306,0.528
Torre del Prior,40.838272,0.516717
Torre dels moros,40.871525,0.725811
Torre d\u2019en Pinyol,40.845028,0.501111
Catedral de Tortosa,40.814306,0.522611
Capella dels Reis,40.831325,0.524407
Ermita de Mig Cam\u00ed,40.813333,0.55125
Ermita de Sant Bernab\u00e9 dels Molins,40.82881,0.489844
Ermita del Coll de l\u2019Alba,40.816194,0.571056
Antiga esgl\u00e9sia dels Dolors ,40.813132,0.523582
Esgl\u00e9sia de la Mare de D\u00e9u de la Fullola,40.863889,0.646111
Esgl\u00e9sia de Nostra Senyora de les Neus ,40.812483,0.524627
Santuari de la Mare de D\u00e9u dels \u00c0ngels de la Petja,40.785754,0.53012
Convent de Santa clara,40.812389,0.524556
Casa de la Diputaci\u00f3 del General ,40.813611,0.521083
Casa Grego,40.813606,0.522512
Font G\u00f2tica,40.813556,0.5215
Jardins del Pr\u00edncep,40.817,0.525972
Llotja del Blat,40.808694,0.519167
Parc Natural del Delta de l\u2019Ebre,40.646028,0.717139
Portal dels jueus,40.817306,0.526389
Portal dels Romeus,40.813333,0.5225
Reials Col\u00b7legis,40.814806,0.524944
Ca La Pruna,41.970474,3.144429
Can F\u00e0brega,41.975311,3.000365
Can Figa,41.959408,3.125044
Can Sal\u00f3 de Casavells,42.00003,3.032056
Can Savall de Planils,41.997769,2.993183
Can Savalls,41.86198,3.073471
Casa del Senyor del Mal \u00das,41.863468,3.074483
Mas Reixach,41.828333,2.985833
Mas Torretes,41.831194,3.0835
Can Nat\u00f3,42.021179,3.010849
Palau Reial,42.043274,3.125921
Palau Solterra,42.041675,3.126168
Pont de Gualta ,42.031433,3.103052
Pont de la Creu,41.881589,3.12485
Pont del fossat,41.979101,3.089626
Pont rom\u00e0 de la Roqueta,42.023704,3.078371
Castell d&#8217;Albons ,42.104549,3.085609
Castell d&#8217;Empord\u00e0,41.978138,3.044178
Castell d&#8217;Esclany\u00e0,41.92923,3.176558
Castell de Begur ,41.956371,3.208609
Castell de Calonge ,41.863056,3.073333
Castell de Cap Roig,41.877174,3.177366
Castell de Castell d&#8217;Aro,41.815048,3.030566
Castell de Castellbarri,41.855221,3.046769
Castell de Colomers,42.084108,2.987518
Castell de Cor\u00e7\u00e0 ,41.989883,3.017874
Castell de Finestres,42.038369,3.034686
Castell de Foix\u00e0 ,42.036098,3.000756
Castell de Fonolleres,42.021267,3.052397
Castell de Fontanilles ,42.009739,3.107393
Castell de Jafre ,42.072811,3.011004
Castell de L&#8217;Alberg,41.989594,3.015254
Castell de La Bisbal,41.959396,3.03736
Castell de La Torre Lloreta,41.869431,3.079774
Castell de Monells,41.974709,2.99904
Castell de Montgr\u00ed,42.05212,3.131629
Castell de Peralta,41.954796,3.091198
Castell de P\u00fabol,42.01458,2.983274
Castell de Rupi\u00e0,42.020403,3.010775
Castell de Sant Cebri\u00e0 dels Alls,41.887347,3.014413
Castell de Sant Esteve de Mar,41.858227,3.147634
Castell de Sant Iscle,42.031413,3.056299
Castell de Solius,41.810181,2.964242
Castell de Torrent ,41.952023,3.127697
Castell de Vila-rom\u00e0,41.882122,3.107709
Castell de Vilopriu ,42.104328,2.991854
Castell de Vulpellac,41.960285,3.05407
Castell i muralles d&#8217;Ullastret ,42.000744,3.068848
Castell i muralles de Cru\u00eflles ,41.956188,3.011122
Castell i muralles de La Tallada d&#8217;Empord\u00e0 ,42.079948,3.055404
Castell i muralles de Palau-sator ,41.989429,3.110133
Castell i muralles de Pals ,41.971821,3.144414
Castell i muralles de Peratallada,41.977013,3.089996
Castell i muralles de Verges ,42.061134,3.045836
Castell-Palau de Bellcaire,42.081074,3.094414
Muralla de Castell d\u2019Empord\u00e0,41.979139,3.043944
Muralles de Rupi\u00e0,42.021354,3.011043
Muralles de Torroella de Montgr\u00ed ,42.044064,3.126377
Recinte fortificat de Regenc\u00f3s ,41.952002,3.169622
Mas de la Torre de Cru\u00eflles,41.961636,3.023979
Mas de la Torre de Monells,41.973156,3.007641
Torre Begura,42.040836,3.153776
Torre d&#8217;en Deri,41.983891,3.155392
Torre de Ca N&#8217;Armanac,41.954346,3.208299
Torre de Calella,41.889004,3.190256
Torre de Can Bas,41.818545,3.060599
Torre de Can Boera,41.915623,3.160584
Torre de Can Colom,41.904556,3.143556
Torre de Can Dauss\u00e0,41.818409,3.045387
Torre de Can Fiego,41.908161,3.168518
Torre de Can Marqu\u00e8s,41.954773,3.20835
Torre de Can Pella i Forgas,41.954746,3.206204
Torre de Can Riambau,41.811077,3.041764
Torre de Can Sicars,41.814041,3.026775
Torre de defensa de l&#8217;antic Mol\u00ed de la Torre,41.973278,3.028453
Torre de Sant Sebasti\u00e0,41.897121,3.202847
Torre de Santa Margarida,41.906788,3.172047
Torre del carrer Sant Ramon,41.95573,3.207611
Torre del Mas Agust\u00ed,41.863537,3.145622
Torre del Mas Cal Rei,42.081436,3.022322
Torre del Mas d&#8217;en Pinc,41.958836,3.212311
Torre del Mas de la Pietat,41.871418,3.121846
Torre del Mas de Mauri de Vall,41.954632,3.204762
Torre del Mas Fina,41.89431,3.163302
Torre del Mas Massaller,42.080889,3.022543
Torre del Mas Pep\u00f3,41.862262,3.140111
Torre del Mas Petit d&#8217;en Caixa,41.896534,3.165326
Torre del Mas Ral,42.045841,3.162205
Torre del Mas Sureda,41.89633,3.167544
Torre del Mas Tomasi,41.980541,3.168904
Torre del Mas Xec,41.870117,3.142011
Torre del Puig Torretes,41.921444,3.15883
Torre dels Moscats,42.052166,3.151224
Torre Ferrana,42.083046,3.131734
Torre Gran,42.052296,3.170736
Torre Guinarda,41.978172,3.027629
Torre La Quintaneta,42.046844,3.157061
Torre Martina,42.049011,3.160539
Torre Mirona,41.874401,3.149211
Torre Mora,41.983978,3.201967
Torre Moratxa,42.055721,3.183723
Torre Pon\u00e7a,42.06131,3.188563
Torre Roja,41.904423,3.163839
Torre Seguera,41.816254,3.034763
